date,session,number,bill,question,result,description,yeatotal,naytotal
2010-05-27,2,174,H.R. 4899,On the Amendment S.Amdt. 4299,Agreed to,"Inouye Amdt. No. 4299; To allow unobligated balances in the Construction, Major Projects account to be utilized for major medical facility projects of the Department of Veterans Affairs otherwise authorized by law.",60,35
2010-05-27,2,175,H.R. 4899,On the Amendment S.Amdt. 4273,Rejected,"Burr Amdt. No. 4273; To strike section 901, relating to the transfer of amounts to the Filipino Veterans Equity Compensation Fund.",37,58
2010-05-27,2,176,H.R. 4899,On Passage of the Bill,Passed,"H.R. 4899, As Amended; Supplemental Appropriations Act, 2010",67,28
2010-06-07,2,177,PN1362,On the Nomination,Confirmed,"Confirmation Audrey Goldstein Fleissig, of Missouri, to be United States District Judge for the Eastern District of Missouri",90,0
2010-06-07,2,178,PN1363,On the Nomination,Confirmed,"Confirmation Lucy Haeran Koh, of California, to be United States District Judge for the Northern District of California",90,0
2010-06-09,2,179,H.R. 4213,On the Motion S.Amdt. 4304,Rejected,Motion to Waive All Applicable Budgetary Discipline Re: Cardin Amdt. No. 4304; To provide for the extension of dependent coverage under the Federal Employees Health Benefits Program.,57,42
2010-06-09,2,180,H.R. 4213,On the Motion to Table S.Amdt. 4325,Agreed to,"Motion to Table Roberts Amdt. No. 4325; To exempt pediatric medical devices from the medical device tax, and for other purposes.",55,44
2010-06-09,2,181,H.R. 4213,On the Motion S.Amdt. 4303,Rejected,"Motion to Waive Applicable Budgetary Discipline Sessions Amdt. No. 4303, as Modified; To establish 3 year discretionary spending caps.",57,41
2010-06-09,2,182,H.R. 4213,On the Amendment S.Amdt. 4326,Agreed to,"Baucus Amdt. No. 4326; To increase transparency regarding debt instruments of the United States held by foreign governments, to assess the risks to the United States of such holdings, and for other purposes.",58,41
2010-06-09,2,183,H.R. 4213,On the Motion to Table S.Amdt. 4302,Rejected,"Motion to Table Cornyn Amdt. No. 4302 As Modified; To increase transparency regarding debt instruments of the United States held by foreign governments, to assess the risks to the United States of such holdings, and for other purposes.",38,61
2010-06-10,2,184,S.J.Res. 26,On the Motion to Proceed,Rejected,Motion to Proceed to S.J. Res. 26; A joint resolution disapproving a rule submitted by the Environmental Protection Agency relating to the endangerment finding and the cause or contribute findings for greenhouse gases under section 202(a) of the Clean Air Act.,47,53
2010-06-15,2,185,PN1364,On the Nomination,Confirmed,"Confirmation Tanya Walton Pratt, of Indiana, to be United States District Judge for the Southern District of Indiana",95,0
2010-06-15,2,186,PN1129,On the Nomination,Confirmed,"Confirmation Brian Anthony Jackson, of Louisiana, to be U.S. District Judge",96,0
2010-06-15,2,187,H.R. 4213,On the Amendment S.Amdt. 4318,Rejected,"Sanders Amdt. No. 4318; To amend the Internal Revenue Code of 1986 to eliminate big oil and gas company tax loopholes, and to use the resulting increase in revenues to reduce the deficit and to invest in energy efficiency and conservation.",35,61
2010-06-15,2,188,H.R. 4213,On the Amendment S.Amdt. 4312,Rejected,Vitter Amdt. No. 4312; To ensure that any new revenues to the Oil Spill Liability Trust Fund will be used for the purposes of the fund and not used as a budget gimmick to offset deficit spending.,48,49
2010-06-15,2,189,H.R. 4213,On the Amendment S.Amdt. 4311,Agreed to,Franken Amdt. No. 4311 As Modified; To establish the Office of the Homeowner Advocate for purposes of addressing problems with the Home Affordable Modification Program.,63,33
2010-06-16,2,190,H.R. 4213,On the Motion S.Amdt. 4301,Rejected,Motion to Waive All Budgetary Discipline on the Motion to Concur in House Amdt. to Senate Amdt. with Amdt. No. 4301; In the nature of a substitute.,45,52
2010-06-16,2,191,H.R. 4213,On the Amendment S.Amdt. 4344,Agreed to,Reid Amdt. No. 4344; To amend the Internal Revenue Code of 1986 to extend the time for closing on a principal residence eligible for the first-time homebuyer credit.,60,37
2010-06-16,2,192,H.R. 4213,On the Amendment S.Amdt. 4351,Rejected,Isakson Amdt. No. 4351; To amend the Internal Revenue Code of 1986 to extend the time for closing on a principal residence eligible for the first-time homebuyer credit.,45,52
2010-06-17,2,193,H.R. 4213,On the Motion S.Amdt. 4376,Rejected,Motion to Waive All Applicable Budgetary Discipline Re: Thune Amdt. No. 4376 As Modified; Of a perfecting nature.,41,57
2010-06-17,2,194,H.R. 4213,On the Cloture Motion S.Amdt. 4369,Rejected,"Motion to Invoke Cloture on the Motion to Concur in the House Amendment to the Senate Amendment to H.R. 4213, with the Baucus Amdt. No. 4369; In the nature of a substitute.",56,40
2010-06-21,2,195,PN1434,On the Nomination,Confirmed,"Confirmation Mark A. Goldsmith, of Michigan, to be United States District Judge for the Eastern District of Michigan",89,0
2010-06-21,2,196,PN1435,On the Nomination,Confirmed,"Confirmation Marc T. Treadwell, of Georgia, to be United States District Judge for the Middle District of Georgia",89,0
2010-06-23,2,197,H.R. 4213,On the Motion to Table,Agreed to,Motion to Table DeMint Motion to Refer House Message on H.R. 4213 to the Committee on Finance; Unemployment Compensation Extension Act of 2010,57,40
2010-06-23,2,198,H.R. 4213,On the Motion to Table S.Amdt. 4369,Agreed to,Motion to Table the Baucus Motion to Concur in the House Amdt. to Senate Amdt. with an Amdt. No. 4369 to H.R. 4213; In the nature of a substitute.,56,40
2010-06-24,2,199,H.R. 2194,On the Conference Report,Agreed to,"Conference Report to Accompany H.R. 2194; Comprehensive Iran Sanctions, Accountability, and Divestment Act of 2010",99,0
2010-06-24,2,200,H.R. 4213,On the Cloture Motion,Rejected,"Motion to Invoke Cloture on the Motion to Concur in the House Amendment to the Senate Amendment to H.R. 4213, with the Baucus Amendment No. 4386; Unemployment Compensation Extension Act of 2010",57,41
2010-06-28,2,201,PN1473,On the Nomination,Confirmed,"Confirmation Gary Scott Feinerman, of Illinois, to be U.S. District Judge for the Northern District",80,0
2010-06-29,2,202,H.R. 5297,On the Motion,Agreed to,Motion to Invoke cloture on the Motion to Proceed to H.R. 5297; Small Business Jobs Act of 2010,66,33
2010-06-30,2,203,PN1873,On the Nomination,Confirmed,Confirmation Gen. David H. Petraeus to be General,99,0
2010-06-30,2,204,H.R. 4213,On the Cloture Motion,Rejected,"Motion to Invoke Cloture on the Motion to Concur in the House Amendment to the Senate Amendment to H.R. 4213, with the Reid Amendment No. 4425; Unemployment Compensation Extension Act of 2010",58,38
2010-07-12,2,205,PN1474,On the Nomination,Confirmed,"Confirmation Sharon Johnson Coleman, of Illinois, to be United States Judge",86,0
2010-07-15,2,206,H.R. 4173,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Conference Report to Accompany H.R. 4173; Dodd-Frank Wall Street Reform and Consumer Protection Act,60,38
2010-07-15,2,207,H.R. 4173,On the Motion,Agreed to,Motion to Waive All Applicable Budgetary Discipline RE: Conference Report to Accompany H.R. 4173; Dodd-Frank Wall Street Reform and Consumer Protection Act,60,39
2010-07-15,2,208,H.R. 4173,On the Conference Report,Agreed to,Conference Report to Accompany H.R. 4173; Dodd-Frank Wall Street Reform and Consumer Protection Act,60,39
2010-07-20,2,209,H.R. 4213,On the Cloture Motion,Agreed to,Upon Reconsideration Motion to Invoke Cloture on the Motion to Concur in the House Amdt. to Senate Amdt. to H.R. 4213 with Amdt. 4425; Unemployment Compensation Extension Act of 2010,60,40
2010-07-21,2,210,H.R. 4213,On the Motion,Rejected,"Brown (MA) Motion to Suspend Rule 22, Paragraph 2 Re: Brown Amdt. No. 4492; Unemployment Compensation Extension Act of 2010",42,56
2010-07-21,2,211,H.R. 4213,On the Motion,Rejected,Coburn Motion to Suspend Rule 22 Re: Motion to Refer the House Message on H.R. 4213 to the Committee on Finance; Unemployment Compensation Extension Act of 2010,49,49
2010-07-21,2,212,H.R. 4213,On the Motion,Rejected,Coburn Motion to Suspend Rule 22 Re: Coburn Amdt. No. 4493; Unemployment Compensation Extension Act of 2010,54,44
2010-07-21,2,213,H.R. 4213,On the Motion,Rejected,DeMint Motion to Suspend Rule 22 Re: Motion to Refer House Message on H.R. 4213 to the Committee on Finance; Unemployment Compensation Extension Act of 2010,39,59
2010-07-21,2,214,H.R. 4213,On the Motion,Rejected,DeMint Motion to Suspend Rule 22 Re: DeMint Amdt. No. 4464; Unemployment Compensation Extension Act of 2010,43,55
2010-07-21,2,215,H.R. 4213,On the Motion,Agreed to,"Motion to Concur in the House Amdt. to the Senate Amdt. to H.R. 4213 with Amdt. No. 4425, As Amended; Unemployment Compensation Extension Act of 2010",59,39
2010-07-22,2,216,H.J.Res. 83,On the Joint Resolution,Agreed to,H. J. Res. 83; A joint resolution approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003.,99,1
2010-07-22,2,217,S.Res. 591,On the Resolution,Agreed to,S. Res. 591; A resolution recognizing and honoring the 20th anniversary of the enactment of the Americans with Disabilities Act of 1990.,100,0
2010-07-22,2,218,H.R. 5297,On the Cloture Motion S.Amdt. 4500,Agreed to,"Motion to Invoke Cloture on LeMieux Amdt. No. 4500; To establish the Small Business Lending Fund Program, and for other purposes.",60,37
2010-07-22,2,219,H.R. 4899,On the Cloture Motion,Rejected,"Motion to Invoke Cloture on the Motion to Concur in the House Amendment to the Senate Amendment to H.R. 4899; Supplemental Appropriations Act, 2010",46,51
2010-07-27,2,220,S. 3628,On the Cloture Motion,Rejected,Motion to Invoke Cloture on the Motion to Proceed to S. 3628; Democracy is Strengthened by Casting Light on Spending in Elections Act,57,41
2010-07-29,2,221,H.R. 5297,On the Cloture Motion S.Amdt. 4519,Rejected,Motion to Invoke Cloture on the Reid-Baucus-Landrieu Amdt. No. 4519; In the nature of a substitute.,58,42
2010-07-29,2,222,H.R. 5297,On the Motion,Agreed to,Motion to Instruct the Sgt. At Arms; Small Business Jobs Act of 2010,70,23
2010-08-02,2,223,H.R. 1586,On the Motion to Table S.Amdt. 4567,Agreed to,"Motion to Table the Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1586, with Amendment 4567; In the nature of a substitute.",95,0
2010-08-04,2,224,H.R. 1586,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1586 with Amendment No. 4575.; Aviation Safety and Investment Act of 2010,61,38
2010-08-04,2,225,H.R. 1586,On the Motion S.Amdt. 4575,Agreed to,Motion to Waive All Applicable Budgetary Discipline RE: Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1586 with Amendment No. 4575.; In the nature of a substitute.,61,38
2010-08-05,2,226,H.R. 1586,On the Motion,Rejected,DeMint Motion to Suspend Rule XXII Regarding Motion to Refer the House Message on H.R. 1586 to Committee on Finance (Individual Income Tax Rates); Aviation Safety and Investment Act of 2010,42,58
2010-08-05,2,227,H.R. 1586,On the Motion,Rejected,DeMint Motion to Suspend Rule XXII Regarding Motion to Refer the House Message on H.R. 1586 to Committee on Finance (Income Tax Rates on Small Business); Aviation Safety and Investment Act of 2010,42,58
2010-08-05,2,228,H.R. 1586,On the Motion,Agreed to,Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1586 with Amendment No. 4575.; Aviation Safety and Investment Act of 2010,61,39
2010-08-05,2,229,PN1768,On the Nomination,Confirmed,"Confirmation Elena Kagan of Massachusetts, to be an Associate Justice of the Supreme Court of the U.S.",63,37
2010-09-13,2,230,PN885,On the Nomination,Confirmed,"Confirmation Jane Branstetter Stranch, of Tennessee, to be U.S. Circuit Judge for the Sixth Circuit",71,21
2010-09-14,2,231,H.R. 5297,On the Cloture Motion S.Amdt. 4596,Rejected,"Motion to Invoke Cloture on the Johanns Amdt. No. 4596, as modified, to H.R. 5297; To repeal the expansion of information reporting requirements for payments of $600 or more to corporations, and for other purposes.",46,52
2010-09-14,2,232,H.R. 5297,On the Cloture Motion S.Amdt. 4595,Rejected,"Motion to Invoke Cloture on the Nelson (FL) Amdt. No. 4595, as modified, to H.R. 5297; To exempt certain amounts subject to other information reporting from the information reporting provisions of the Patient Protection and Affordable Care Act, and for other purposes.",56,42
2010-09-14,2,233,H.R. 5297,On the Cloture Motion S.Amdt. 4594,Agreed to,Motion to Invoke Cloture on the Baucus Amdt. No. 4594 to H.R. 5297; In the nature of a substitute.,61,37
2010-09-16,2,234,H.R. 5297,On the Motion,Rejected,Grassley Motion to Suspend Rule XXII; Small Business Jobs Act of 2010,41,58
2010-09-16,2,235,H.R. 5297,On the Motion,Rejected,Hatch Motion to Suspend Rule XXII; Small Business Jobs Act of 2010,51,48
2010-09-16,2,236,H.R. 5297,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on H.R. 5297; Small Business Jobs Act of 2010,61,38
2010-09-16,2,237,H.R. 5297,On Passage of the Bill,Passed,"Passage of H.R. 5297, As Amended; Small Business Jobs Act of 2010",61,38
2010-09-21,2,238,S. 3454,On the Cloture Motion,Rejected,Motion to Invoke Cloture on the Motion to Proceed to S. 3454; National Defense Authorization Act for Fiscal Year 2011,56,43
2010-09-23,2,239,S.J.Res. 30,On the Motion to Proceed,Rejected,"Motion to Proceed to the Consideration of S. J. Res. 30; A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Mediation Board relating to representation election procedures.",43,56
2010-09-23,2,240,S. 3628,On the Cloture Motion,Rejected,"Upon Reconsideration, Motion to Invoke Cloture on the Motion to Proceed to S. 3628; Democracy is Strengthened by Casting Light on Spending in Elections Act",59,39
2010-09-27,2,241,S. 3816,On the Motion,Agreed to,Motion to Instruct the Sergeant at Arms; Creating American Jobs and Ending Offshoring Act,48,25
2010-09-28,2,242,S. 3816,On the Cloture Motion,Rejected,Motion to Invoke Cloture on the Motion to Proceed to S. 3816; Creating American Jobs and Ending Offshoring Act,53,45
2010-09-28,2,243,H.R. 3081,On the Cloture Motion,Agreed to,"Motion to Invoke Cloture on the Motion to Proceed to H.R. 3081; Continuing Appropriations Act, 2011",83,15
2010-09-29,2,244,S.J.Res. 39,On the Motion to Proceed,Rejected,"Motion to Proceed to Consider S.J.Res. 39; A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule relating to status as a grandfathered health plan under the Patient Protection and Affordable Care Act.",40,59
2010-09-29,2,245,H.R. 3081,On the Amendment S.Amdt. 4676,Rejected,Thune Amdt. No. 4676; To reduce spending other than national security spending by 5 percent.,48,51
2010-09-29,2,246,H.R. 3081,On the Amendment S.Amdt. 4677,Rejected,"DeMint Amdt. No. 4677; To extend funding at the level provided until February 4, 2011.",39,60
2010-09-29,2,247,H.R. 3081,On Passage of the Bill,Passed,"H.R. 3081 As Amended; Continuing Appropriations Act, 2011",69,30
2010-09-29,2,248,H.Con.Res. 321,On the Resolution,Agreed to,H. Con. Res. 321; A concurrent resolution providing for a conditional adjourment of the House of Representatives and a conditional recess or adjournment of the Senate.,54,39
2010-11-17,2,249,S. 3772,On the Cloture Motion,Rejected,Motion to Invoke Cloture on the Motion to Proceed to S. 3772; Paycheck Fairness Act,58,41
2010-11-17,2,250,S. 510,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Motion to Proceed to S. 510; FDA Food Safety Modernization Act,74,25
2010-11-18,2,251,S. 510,On the Motion to Proceed,Agreed to,Motion to Proceed to S. 510; FDA Food Safety Modernization Act,57,27
2010-11-29,2,252,S. 510,On the Cloture Motion S.Amdt. 4715,Agreed to,Motion to Invoke Cloture on the Harkin Amdt. No. 4715; In the nature of a substitute.,69,26
2010-11-29,2,253,S. 510,On the Motion S.Amdt. 4702,Rejected,"Motion to Suspend Rule XXII Re: Johanns Amdt. No. 4702; To repeal the expansion of information reporting requirements for payments of $600 or more to corporations, and for other purposes.",61,35
2010-11-29,2,254,S. 510,On the Motion S.Amdt. 4713,Rejected,"Motion to Suspend Rule XXII Re: Baucus Amdt. No. 4713, As Modified; To repeal the expansion of information reporting requirements for payments of $600 or more to corporations, and for other purposes.",44,53
2010-11-30,2,255,S. 510,On the Motion S.Amdt. 4697,Rejected,"Motion to Suspend Rule XXII Re: Coburn Amdt. No. 4697; To establish an earmark moratorium for fiscal years 2011, 2012, and 2013.",39,56
2010-11-30,2,256,S. 510,On the Motion S.Amdt. 4696,Rejected,"Motion to Suspend Rule XXII Re: Coburn Amdt. No. 4696; In the nature of a substitute, to modernize Federal food safety efforts without placing unnecessary burdens on food producers, increasing food prices, or saddling taxpayers with additional debt.",36,62
2010-11-30,2,257,S. 510,On Passage of the Bill,Passed,S. 510 as Amended; FDA Food Safety Modernization Act,73,25
