"Senator","Congress","Party"
"PLEASANTS (R VA)",17,"R"
"TAYLOR (R VA)",17,"R"
"KELLY (NA AL)",18,"NA"
"KING (NA AL)",18,"NA"
"LANMAN (NA CT)",18,"NA"
"EDWARDS (NA CT)",18,"NA"
"CLAYTON (NA DE)",18,"NA"
"VANDYKE (NA DE)",18,"NA"
"ELLIOTT (NA GA)",18,"NA"
"WARE (NA GA)",18,"NA"
"COBB (NA GA)",18,"NA"
"THOMAS (NA IL)",18,"NA"
"EDWARDS (NA IL)",18,"NA"
"MCLEAN (NA IL)",18,"NA"
"NOBLE (NA IN)",18,"NA"
"TAYLOR (NA IN)",18,"NA"
"TALBOT (NA KY)",18,"NA"
"JOHNSON (NA KY)",18,"NA"
"JOHNSON (NA LA)",18,"NA"
"BROWN (NA LA)",18,"NA"
"JOHNSTON (NA LA)",18,"NA"
"BOULIGNY (NA LA)",18,"NA"
"CHANDLER (NA ME)",18,"NA"
"HOLMES (NA ME)",18,"NA"
"LLOYD (NA MD)",18,"NA"
"SMITH (NA MD)",18,"NA"
"LLOYD (NA MA)",18,"NA"
"MILLS (NA MA)",18,"NA"
"WILLIAMS (NA MS)",18,"NA"
"HOLMES (NA MS)",18,"NA"
"BENTON (NA MO)",18,"NA"
"BARTON (NA MO)",18,"NA"
"BELL (NA NH)",18,"NA"
"PARROTT (NA NH)",18,"NA"
"DICKERSON (NA NJ)",18,"NA"
"MCILVAINE (NA NJ)",18,"NA"
"VANBUREN (NA NY)",18,"NA"
"KING (NA NY)",18,"NA"
"MACON (NA NC)",18,"NA"
"BRANCH (NA NC)",18,"NA"
"RUGGLES (NA OH)",18,"NA"
"BROWN (NA OH)",18,"NA"
"LOWRIE (NA PA)",18,"NA"
"FINDLAY (NA PA)",18,"NA"
"KNIGHT (NA RI)",18,"NA"
"DEWOLF (NA RI)",18,"NA"
"GAILLARD (NA SC)",18,"NA"
"HAYNE (NA SC)",18,"NA"
"JACKSON (NA TN)",18,"NA"
"EATON (NA TN)",18,"NA"
"SEYMOUR (NA VT)",18,"NA"
"PALMER (NA VT)",18,"NA"
"BARBOUR (NA VA)",18,"NA"
"TAYLOR (NA VA)",18,"NA"
"TAZEWELL (NA VA)",18,"NA"
"KING (Jackson AL)",19,"Jackson"
"CHAMBERS (Jackson AL)",19,"Jackson"
"PICKENS (Jackson AL)",19,"Jackson"
"MCKINLEY (Jackson AL)",19,"Jackson"
"WILLEY (Adams CT)",19,"Adams"
"EDWARDS (Jackson CT)",19,"Jackson"
"CLAYTON (Adams DE)",19,"Adams"
"VANDYKE (Adams DE)",19,"Adams"
"RODNEY (Adams DE)",19,"Adams"
"RIDGELY (Jackson DE)",19,"Jackson"
"COBB (Jackson GA)",19,"Jackson"
"BERRIEN (Jackson GA)",19,"Jackson"
"THOMAS (Adams IL)",19,"Adams"
"KANE (Jackson IL)",19,"Jackson"
"HENDRICKS (Adams IN)",19,"Adams"
"NOBLE (Adams IN)",19,"Adams"
"JOHNSON (Jackson KY)",19,"Jackson"
"ROWAN (Jackson KY)",19,"Jackson"
"JOHNSTON (Adams LA)",19,"Adams"
"BOULIGNY (Adams LA)",19,"Adams"
"HOLMES (Adams ME)",19,"Adams"
"CHANDLER (Jackson ME)",19,"Jackson"
"SMITH (Jackson MD)",19,"Jackson"
"LLOYD (Jackson MD)",19,"Jackson"
"CHAMBERS (Adams MD)",19,"Adams"
"MILLS (Adams MA)",19,"Adams"
"LLOYD (Adams MA)",19,"Adams"
"SILSBEE (Adams MA)",19,"Adams"
"WILLIAMS (Jackson MS)",19,"Jackson"
"ELLIS (Jackson MS)",19,"Jackson"
"REED (Jackson MS)",19,"Jackson"
"BENTON (Jackson MO)",19,"Jackson"
"BARTON (Adams MO)",19,"Adams"
"WOODBURY (Jackson NH)",19,"Jackson"
"BELL (Adams NH)",19,"Adams"
"DICKERSON (Jackson NJ)",19,"Jackson"
"MCILVAINE (Adams NJ)",19,"Adams"
"BATEMAN (Adams NJ)",19,"Adams"
"VANBUREN (Jackson NY)",19,"Jackson"
"SANFORD (Adams NY)",19,"Adams"
"MACON (Jackson NC)",19,"Jackson"
"BRANCH (Jackson NC)",19,"Jackson"
"HARRISON (Adams OH)",19,"Adams"
"RUGGLES (Adams OH)",19,"Adams"
"FINDLAY (Jackson PA)",19,"Jackson"
"MARKS (Adams PA)",19,"Adams"
"KNIGHT (Adams RI)",19,"Adams"
"DEWOLF (NA RI)",19,"NA"
"ROBBINS (Adams RI)",19,"Adams"
"HAYNE (Jackson SC)",19,"Jackson"
"GAILLARD (Jackson SC)",19,"Jackson"
"HARPER (Jackson SC)",19,"Jackson"
"SMITH (Jackson SC)",19,"Jackson"
"EATON (Jackson TN)",19,"Jackson"
"JACKSON (NA TN)",19,"NA"
"WHITE (Jackson TN)",19,"Jackson"
"SEYMOUR (Adams VT)",19,"Adams"
"CHASE (Adams VT)",19,"Adams"
"TAZEWELL (Jackson VA)",19,"Jackson"
"RANDOLPH (Jackson VA)",19,"Jackson"
"MCKINLEY (Jackson AL)",20,"Jackson"
"KING (Jackson AL)",20,"Jackson"
"FOOTE (Adams CT)",20,"Adams"
"WILLEY (Adams CT)",20,"Adams"
"RIDGELEY (Jackson DE)",20,"Jackson"
"MCLANE (Jackson DE)",20,"Jackson"
"BERRIEN (Jackson GA)",20,"Jackson"
"COBB (Jackson GA)",20,"Jackson"
"PRINCE (Jackson GA)",20,"Jackson"
"THOMAS (Adams IL)",20,"Adams"
"KANE (Jackson IL)",20,"Jackson"
"NOBLE (Adams IN)",20,"Adams"
"HENDRICKS (Adams IN)",20,"Adams"
"ROWAN (Jackson KY)",20,"Jackson"
"JOHNSON (Jackson KY)",20,"Jackson"
"BOULIGNY (Adams LA)",20,"Adams"
"JOHNSTON (Adams LA)",20,"Adams"
"CHANDLER (Jackson ME)",20,"Jackson"
"PARRIS (Jackson ME)",20,"Jackson"
"HOLMES (Adams ME)",20,"Adams"
"CHAMBERS (Adams MD)",20,"Adams"
"SMITH (Jackson MD)",20,"Jackson"
"SILSBEE (Adams MA)",20,"Adams"
"WEBSTER (Adams MA)",20,"Adams"
"ELLIS (Jackson MS)",20,"Jackson"
"WILLIAMS (Jackson MS)",20,"Jackson"
"BENTON (Jackson MO)",20,"Jackson"
"BARTON (Adams MO)",20,"Adams"
"BELL (Adams NH)",20,"Adams"
"WOODBURY (Jackson NH)",20,"Jackson"
"BATEMAN (Adams NJ)",20,"Adams"
"DICKERSON (Jackson NJ)",20,"Jackson"
"SANFORD (Adams NY)",20,"Adams"
"VANBUREN (Jackson NY)",20,"Jackson"
"DUDLEY (Jackson NY)",20,"Jackson"
"BRANCH (Jackson NC)",20,"Jackson"
"MACON (Jackson NC)",20,"Jackson"
"IREDELL (Jackson NC)",20,"Jackson"
"RUGGLES (Adams OH)",20,"Adams"
"HARRISON (Adams OH)",20,"Adams"
"BURNET (Adams OH)",20,"Adams"
"BARNARD (Jackson PA)",20,"Jackson"
"MARKS (Adams PA)",20,"Adams"
"KNIGHT (Adams RI)",20,"Adams"
"ROBBINS (Adams RI)",20,"Adams"
"HAYNE (Jackson SC)",20,"Jackson"
"SMITH (Jackson SC)",20,"Jackson"
"WHITE (Jackson TN)",20,"Jackson"
"EATON (Jackson TN)",20,"Jackson"
"CHASE (Adams VT)",20,"Adams"
"SEYMOUR (Adams VT)",20,"Adams"
"TAZEWELL (Jackson VA)",20,"Jackson"
"TYLER (Jackson VA)",20,"Jackson"
"KING (Jackson AL)",21,"Jackson"
"MCKINLEY (Jackson AL)",21,"Jackson"
"WILLEY (NA CT)",21,"NA"
"FOOTE (NA CT)",21,"NA"
"CLAYTON (NA DE)",21,"NA"
"MCLANE (Jackson DE)",21,"Jackson"
"NAUDAIN (NA DE)",21,"NA"
"TROUP (Jackson GA)",21,"Jackson"
"FORSYTH (Jackson GA)",21,"Jackson"
"KANE (Jackson IL)",21,"Jackson"
"MCLEAN (Jackson IL)",21,"Jackson"
"BAKER (Jackson IL)",21,"Jackson"
"ROBINSON (Jackson IL)",21,"Jackson"
"NOBLE (NA IN)",21,"NA"
"HENDRICKS (NA IN)",21,"NA"
"ROWAN (Jackson KY)",21,"Jackson"
"BIBB (Jackson KY)",21,"Jackson"
"JOHNSTON (NA LA)",21,"NA"
"LIVINGSTON (Jackson LA)",21,"Jackson"
"SPRAGUE (NA ME)",21,"NA"
"HOLMES (NA ME)",21,"NA"
"CHAMBERS (NA MD)",21,"NA"
"SMITH (Jackson MD)",21,"Jackson"
"WEBSTER (NA MA)",21,"NA"
"SILSBEE (NA MA)",21,"NA"
"ELLIS (Jackson MS)",21,"Jackson"
"ADAMS (Jackson MS)",21,"Jackson"
"POINDEXTER (Jackson MS)",21,"Jackson"
"BENTON (Jackson MO)",21,"Jackson"
"BARTON (NA MO)",21,"NA"
"BELL (NA NH)",21,"NA"
"WOODBURY (Jackson NH)",21,"Jackson"
"FRELINGHUYS (NA NJ)",21,"NA"
"DICKERSON (Jackson NJ)",21,"Jackson"
"DUDLEY (Jackson NY)",21,"Jackson"
"SANFORD (NA NY)",21,"NA"
"IREDELL (Jackson NC)",21,"Jackson"
"BRANCH (Jackson NC)",21,"Jackson"
"BROWN (Jackson NC)",21,"Jackson"
"BURNET (NA OH)",21,"NA"
"RUGGLES (NA OH)",21,"NA"
"BARNARD (Jackson PA)",21,"Jackson"
"MARKS (NA PA)",21,"NA"
"ROBBINS (NA RI)",21,"NA"
"KNIGHT (NA RI)",21,"NA"
"SMITH (Jackson SC)",21,"Jackson"
"HAYNE (Jackson SC)",21,"Jackson"
"WHITE (Jackson TN)",21,"Jackson"
"EATON (Jackson TN)",21,"Jackson"
"GRUNDY (Jackson TN)",21,"Jackson"
"CHASE (NA VT)",21,"NA"
"SEYMOUR (NA VT)",21,"NA"
"TAZEWELL (Jackson VA)",21,"Jackson"
"TYLER (Jackson VA)",21,"Jackson"
"MOORE (Jackson AL)",22,"Jackson"
"KING (Jackson AL)",22,"Jackson"
"TOMLINSON (NA CT)",22,"NA"
"FOOTE (NA CT)",22,"NA"
"NAUDAIN (NA DE)",22,"NA"
"CLAYTON (NA DE)",22,"NA"
"FORSYTH (Jackson GA)",22,"Jackson"
"TROUP (Jackson GA)",22,"Jackson"
"ROBINSON (Jackson IL)",22,"Jackson"
"KANE (Jackson IL)",22,"Jackson"
"HENDRICKS (NA IN)",22,"NA"
"HANNA (NA IN)",22,"NA"
"TIPTON (Jackson IN)",22,"Jackson"
"CLAY (NA KY)",22,"NA"
"BIBB (Jackson KY)",22,"Jackson"
"JOHNSTON (NA LA)",22,"NA"
"LIVINGSTON (Jackson LA)",22,"Jackson"
"WAGGAMAN (NA LA)",22,"NA"
"SPRAGUE (NA ME)",22,"NA"
"HOLMES (NA ME)",22,"NA"
"CHAMBERS (NA MD)",22,"NA"
"SMITH (Jackson MD)",22,"Jackson"
"SILSBEE (NA MA)",22,"NA"
"WEBSTER (NA MA)",22,"NA"
"POINDEXTER (NA MS)",22,"NA"
"ELLIS (Jackson MS)",22,"Jackson"
"BLACK (Jackson MS)",22,"Jackson"
"BUCKNER (Jackson MO)",22,"Jackson"
"BENTON (Jackson MO)",22,"Jackson"
"BELL (NA NH)",22,"NA"
"HILL (Jackson NH)",22,"Jackson"
"FRELINGHUYS (NA NJ)",22,"NA"
"DICKERSON (Jackson NJ)",22,"Jackson"
"DUDLEY (Jackson NY)",22,"Jackson"
"MARCY (Jackson NY)",22,"Jackson"
"WRIGHT (Jackson NY)",22,"Jackson"
"BROWN (Jackson NC)",22,"Jackson"
"MANGUM (Jackson NC)",22,"Jackson"
"RUGGLES (NA OH)",22,"NA"
"EWING (NA OH)",22,"NA"
"WILKINS (Jackson PA)",22,"Jackson"
"BARNARD (Jackson PA)",22,"Jackson"
"DALLAS (Jackson PA)",22,"Jackson"
"KNIGHT (NA RI)",22,"NA"
"ROBBINS (NA RI)",22,"NA"
"MILLER (Nullifier SC)",22,"Nullifier"
"HAYNE (Nullifier SC)",22,"Nullifier"
"CALHOUN (Nullifier SC)",22,"Nullifier"
"GRUNDY (Jackson TN)",22,"Jackson"
"WHITE (Jackson TN)",22,"Jackson"
"PRENTISS (NA VT)",22,"NA"
"SEYMOUR (NA VT)",22,"NA"
"TYLER (Jackson VA)",22,"Jackson"
"TAZEWELL (Jackson VA)",22,"Jackson"
"RIVES (Jackson VA)",22,"Jackson"
"KING (Jackson AL)",23,"Jackson"
"MOORE (NA AL)",23,"NA"
"TOMLINSON (NA CT)",23,"NA"
"SMITH (NA CT)",23,"NA"
"NAUDAIN (NA DE)",23,"NA"
"CLAYTON (NA DE)",23,"NA"
"TROUP (Jackson GA)",23,"Jackson"
"FORSYTH (Jackson GA)",23,"Jackson"
"KING (Jackson GA)",23,"Jackson"
"CUTHBERT (Jackson GA)",23,"Jackson"
"KANE (Jackson IL)",23,"Jackson"
"ROBINSON (Jackson IL)",23,"Jackson"
"TIPTON (Jackson IN)",23,"Jackson"
"HENDRICKS (NA IN)",23,"NA"
"CLAY (NA KY)",23,"NA"
"BIBB (Jackson KY)",23,"Jackson"
"WAGGAMAN (NA LA)",23,"NA"
"JOHNSTON (NA LA)",23,"NA"
"PORTER (NA LA)",23,"NA"
"SHEPLEY (Jackson ME)",23,"Jackson"
"SPRAGUE (NA ME)",23,"NA"
"RUGGLES (Jackson ME)",23,"Jackson"
"KENT (NA MD)",23,"NA"
"CHAMBERS (NA MD)",23,"NA"
"GOLDSBOROUG (NA MD)",23,"NA"
"SILSBEE (NA MA)",23,"NA"
"WEBSTER (NA MA)",23,"NA"
"BLACK (NA MS)",23,"NA"
"POINDEXTER (NA MS)",23,"NA"
"BENTON (Jackson MO)",23,"Jackson"
"BUCKNER (Jackson MO)",23,"Jackson"
"LINN (Jackson MO)",23,"Jackson"
"BELL (NA NH)",23,"NA"
"HILL (Jackson NH)",23,"Jackson"
"FRELINGHUYS (NA NJ)",23,"NA"
"SOUTHARD (NA NJ)",23,"NA"
"TALLMADGE (Jackson NY)",23,"Jackson"
"WRIGHT (Jackson NY)",23,"Jackson"
"MANGUM (NA NC)",23,"NA"
"BROWN (Jackson NC)",23,"Jackson"
"EWING (NA OH)",23,"NA"
"MORRIS (Jackson OH)",23,"Jackson"
"MCKEAN (Jackson PA)",23,"Jackson"
"WILKINS (Jackson PA)",23,"Jackson"
"BUCHANAN (Jackson PA)",23,"Jackson"
"ROBBINS (NA RI)",23,"NA"
"KNIGHT (NA RI)",23,"NA"
"PRESTON (Nullifier SC)",23,"Nullifier"
"CALHOUN (Nullifier SC)",23,"Nullifier"
"GRUNDY (Jackson TN)",23,"Jackson"
"WHITE (Jackson TN)",23,"Jackson"
"SWIFT (NA VT)",23,"NA"
"PRENTISS (NA VT)",23,"NA"
"TYLER (NA VA)",23,"NA"
"RIVES (Jackson VA)",23,"Jackson"
"LEIGH (NA VA)",23,"NA"
"KING (Jackson AL)",24,"Jackson"
"MOORE (NA AL)",24,"NA"
"SEVIER (Jackson AR)",24,"Jackson"
"FULTON (Jackson AR)",24,"Jackson"
"TOMLINSON (NA CT)",24,"NA"
"NILES (Jackson CT)",24,"Jackson"
"SMITH (NA CT)",24,"NA"
"CLAYTON (NA DE)",24,"NA"
"NAUDAIN (NA DE)",24,"NA"
"CLAYTON (NA DE) 1825",24,"NA"
"BAYARD (NA DE)",24,"NA"
"KING (Jackson GA)",24,"Jackson"
"CUTHBERT (Jackson GA)",24,"Jackson"
"ROBINSON (Jackson IL)",24,"Jackson"
"KANE (Jackson IL)",24,"Jackson"
"EWING (Jackson IL)",24,"Jackson"
"TIPTON (Jackson IN)",24,"Jackson"
"HENDRICKS (NA IN)",24,"NA"
"CLAY (NA KY)",24,"NA"
"CRITTENDEN (NA KY)",24,"NA"
"NICHOLAS (Jackson LA)",24,"Jackson"
"PORTER (NA LA)",24,"NA"
"MOUTON (Jackson LA)",24,"Jackson"
"RUGGLES (Jackson ME)",24,"Jackson"
"SHEPLEY (Jackson ME)",24,"Jackson"
"DANA (Jackson ME)",24,"Jackson"
"KENT (NA MD)",24,"NA"
"GOLDSBOROUG (NA MD)",24,"NA"
"SPENCE (NA MD)",24,"NA"
"DAVIS (NA MA)",24,"NA"
"WEBSTER (NA MA)",24,"NA"
"NORVELL (Jackson MI)",24,"Jackson"
"LYON (Jackson MI)",24,"Jackson"
"BLACK (NA MS)",24,"NA"
"WALKER (Jackson MS)",24,"Jackson"
"LINN (Jackson MO)",24,"Jackson"
"BENTON (Jackson MO)",24,"Jackson"
"HUBBARD (Jackson NH)",24,"Jackson"
"HILL (Jackson NH)",24,"Jackson"
"PAGE (Jackson NH)",24,"Jackson"
"WALL (Jackson NJ)",24,"Jackson"
"SOUTHARD (NA NJ)",24,"NA"
"WRIGHT (Jackson NY)",24,"Jackson"
"TALLMADGE (Jackson NY)",24,"Jackson"
"BROWN (Jackson NC)",24,"Jackson"
"MANGUM (NA NC)",24,"NA"
"STRANGE (Jackson NC)",24,"Jackson"
"EWING (NA OH)",24,"NA"
"MORRIS (Jackson OH)",24,"Jackson"
"BUCHANAN (Jackson PA)",24,"Jackson"
"MCKEAN (Jackson PA)",24,"Jackson"
"KNIGHT (NA RI)",24,"NA"
"ROBBINS (NA RI)",24,"NA"
"PRESTON (Nullifier SC)",24,"Nullifier"
"CALHOUN (Nullifier SC)",24,"Nullifier"
"GRUNDY (Jackson TN)",24,"Jackson"
"WHITE (NA TN)",24,"NA"
"SWIFT (NA VT)",24,"NA"
"PRENTISS (NA VT)",24,"NA"
"TYLER (NA VA)",24,"NA"
"LEIGH (NA VA)",24,"NA"
"PARKER (Jackson VA)",24,"Jackson"
"RIVES (Jackson VA)",24,"Jackson"
"KING (D AL)",25,"D"
"CLAY (D AL)",25,"D"
"MCKINLEY (D AL)",25,"D"
"FULTON (D AR)",25,"D"
"SEVIER (D AR)",25,"D"
"NILES (D CT)",25,"D"
"SMITH (D CT)",25,"D"
"BAYARD (Whig DE)",25,"Whig"
"CLAYTON (Whig DE)",25,"Whig"
"CUTHBERT (D GA)",25,"D"
"KING (D GA)",25,"D"
"LUMPKIN (D GA)",25,"D"
"YOUNG (D IL)",25,"D"
"ROBINSON (D IL)",25,"D"
"TIPTON (D IN)",25,"D"
"SMITH (Whig IN)",25,"Whig"
"CRITTENDEN (Whig KY)",25,"Whig"
"CLAY (Whig KY)",25,"Whig"
"MOUTON (D LA)",25,"D"
"NICHOLAS (D LA)",25,"D"
"RUGGLES (D ME)",25,"D"
"WILLIAMS (D ME)",25,"D"
"SPENCE (Whig MD)",25,"Whig"
"KENT (Whig MD)",25,"Whig"
"MERRICK (Whig MD)",25,"Whig"
"WEBSTER (Whig MA)",25,"Whig"
"DAVIS (Whig MA)",25,"Whig"
"LYON (D MI)",25,"D"
"NORVELL (D MI)",25,"D"
"WALKER (D MS)",25,"D"
"BLACK (Whig MS)",25,"Whig"
"TROTTER (D MS)",25,"D"
"WILLIAMS (D MS)",25,"D"
"LINN (D MO)",25,"D"
"BENTON (D MO)",25,"D"
"PIERCE (D NH)",25,"D"
"HUBBARD (D NH)",25,"D"
"SOUTHARD (Whig NJ)",25,"Whig"
"WALL (D NJ)",25,"D"
"TALLMADGE (D NY)",25,"D"
"WRIGHT (D NY)",25,"D"
"STRANGE (D NC)",25,"D"
"BROWN (D NC)",25,"D"
"ALLEN (D OH)",25,"D"
"MORRIS (D OH)",25,"D"
"MCKEAN (D PA)",25,"D"
"BUCHANAN (D PA)",25,"D"
"KNIGHT (Whig RI)",25,"Whig"
"ROBBINS (Whig RI)",25,"Whig"
"PRESTON (Whig SC)",25,"Whig"
"CALHOUN (D SC)",25,"D"
"WHITE (Whig TN)",25,"Whig"
"GRUNDY (D TN)",25,"D"
"FOSTER (Whig TN)",25,"Whig"
"PRENTISS (Whig VT)",25,"Whig"
"SWIFT (Whig VT)",25,"Whig"
"RIVES (D VA)",25,"D"
"ROANE (D VA)",25,"D"
"PARKER (D VA)",25,"D"
"KING (D AL)",26,"D"
"CLAY (D AL)",26,"D"
"FULTON (D AR)",26,"D"
"SEVIER (D AR)",26,"D"
"SMITH (D CT)",26,"D"
"BETTS (Whig CT)",26,"Whig"
"HUNTINGTON (Whig CT)",26,"Whig"
"CLAYTON (Whig DE)",26,"Whig"
"BAYARD (Whig DE)",26,"Whig"
"LUMPKIN (D GA)",26,"D"
"CUTHBERT (D GA)",26,"D"
"YOUNG (D IL)",26,"D"
"ROBINSON (D IL)",26,"D"
"WHITE (Whig IN)",26,"Whig"
"SMITH (Whig IN)",26,"Whig"
"CRITTENDEN (Whig KY)",26,"Whig"
"CLAY (Whig KY)",26,"Whig"
"NICHOLAS (D LA)",26,"D"
"MOUTON (D LA)",26,"D"
"WILLIAMS (D ME)",26,"D"
"RUGGLES (D ME)",26,"D"
"MERRICK (Whig MD)",26,"Whig"
"SPENCE (Whig MD)",26,"Whig"
"KERR (Whig MD)",26,"Whig"
"WEBSTER (Whig MA)",26,"Whig"
"DAVIS (Whig MA)",26,"Whig"
"BATES (Whig MA)",26,"Whig"
"CHOATE (Whig MA)",26,"Whig"
"PORTER (Whig MI)",26,"Whig"
"NORVELL (D MI)",26,"D"
"WALKER (D MS)",26,"D"
"HENDERSON (Whig MS)",26,"Whig"
"LINN (D MO)",26,"D"
"BENTON (D MO)",26,"D"
"PIERCE (D NH)",26,"D"
"HUBBARD (D NH)",26,"D"
"SOUTHARD (Whig NJ)",26,"Whig"
"WALL (D NJ)",26,"D"
"WRIGHT (D NY)",26,"D"
"TALLMADGE (Whig NY)",26,"Whig"
"BROWN (D NC)",26,"D"
"STRANGE (D NC)",26,"D"
"GRAHAM (Whig NC)",26,"Whig"
"MANGUM (Whig NC)",26,"Whig"
"TAPPAN (D OH)",26,"D"
"ALLEN (D OH)",26,"D"
"BUCHANAN (D PA)",26,"D"
"STURGEON (D PA)",26,"D"
"KNIGHT (Whig RI)",26,"Whig"
"DIXON (Whig RI)",26,"Whig"
"CALHOUN (D SC)",26,"D"
"PRESTON (Whig SC)",26,"Whig"
"GRUNDY (D TN)",26,"D"
"WHITE (Whig TN)",26,"Whig"
"ANDERSON (D TN)",26,"D"
"NICHOLSON (D TN)",26,"D"
"PRENTISS (Whig VT)",26,"Whig"
"PHELPS (Whig VT)",26,"Whig"
"ROANE (D VA)",26,"D"
"RIVES (Whig VA)",26,"Whig"
"KING (D AL)",27,"D"
"CLAY (D AL)",27,"D"
"BAGBY (D AL)",27,"D"
"SEVIER (D AR)",27,"D"
"FULTON (D AR)",27,"D"
"SMITH (D CT)",27,"D"
"HUNTINGTON (Whig CT)",27,"Whig"
"BAYARD (Whig DE)",27,"Whig"
"CLAYTON (Whig DE)",27,"Whig"
"BERRIEN (Whig GA)",27,"Whig"
"CUTHBERT (D GA)",27,"D"
"YOUNG (D IL)",27,"D"
"MCROBERTS (D IL)",27,"D"
"SMITH (Whig IN)",27,"Whig"
"WHITE (Whig IN)",27,"Whig"
"MOREHEAD (Whig KY)",27,"Whig"
"CLAY (Whig KY)",27,"Whig"
"CRITTENDEN (Whig KY)",27,"Whig"
"BARROW (Whig LA)",27,"Whig"
"MOUTON (D LA)",27,"D"
"CONRAD (Whig LA)",27,"Whig"
"EVANS (Whig ME)",27,"Whig"
"WILLIAMS (D ME)",27,"D"
"MERRICK (Whig MD)",27,"Whig"
"KERR (Whig MD)",27,"Whig"
"CHOATE (Whig MA)",27,"Whig"
"BATES (Whig MA)",27,"Whig"
"WOODBRIDGE (Whig MI)",27,"Whig"
"PORTER (Whig MI)",27,"Whig"
"WALKER (D MS)",27,"D"
"HENDERSON (Whig MS)",27,"Whig"
"LINN (D MO)",27,"D"
"BENTON (D MO)",27,"D"
"WOODBURY (D NH)",27,"D"
"PIERCE (D NH)",27,"D"
"WILCOX (D NH)",27,"D"
"MILLER (Whig NJ)",27,"Whig"
"SOUTHARD (Whig NJ)",27,"Whig"
"DAYTON (Whig NJ)",27,"Whig"
"WRIGHT (D NY)",27,"D"
"TALLMADGE (Whig NY)",27,"Whig"
"MANGUM (Whig NC)",27,"Whig"
"GRAHAM (Whig NC)",27,"Whig"
"TAPPAN (D OH)",27,"D"
"ALLEN (D OH)",27,"D"
"BUCHANAN (D PA)",27,"D"
"STURGEON (D PA)",27,"D"
"SIMMONS (Whig RI)",27,"Whig"
"DIXON (Whig RI)",27,"Whig"
"SPRAGUE (Whig RI)",27,"Whig"
"CALHOUN (D SC)",27,"D"
"PRESTON (Whig SC)",27,"Whig"
"MCDUFFIE (D SC)",27,"D"
"NICHOLSON (D TN)",27,"D"
"PHELPS (Whig VT)",27,"Whig"
"CRAFTS (Whig VT)",27,"Whig"
"PRENTISS (Whig VT)",27,"Whig"
"RIVES (Whig VA)",27,"Whig"
"ARCHER (Whig VA)",27,"Whig"
"BAGBY (D AL)",28,"D"
"KING (D AL)",28,"D"
"LEWIS (D AL)",28,"D"
"SEVIER (D AR)",28,"D"
"FULTON (D AR)",28,"D"
"ASHLEY (D AR)",28,"D"
"HUNTINGTON (Whig CT)",28,"Whig"
"NILES (D CT)",28,"D"
"BAYARD (Whig DE)",28,"Whig"
"CLAYTON (Whig DE)",28,"Whig"
"COLQUITT (D GA)",28,"D"
"BERRIEN (Whig GA)",28,"Whig"
"BREESE (D IL)",28,"D"
"SEMPLE (D IL)",28,"D"
"MCROBERTS (D IL)",28,"D"
"HANNEGAN (D IN)",28,"D"
"WHITE (Whig IN)",28,"Whig"
"MOREHEAD (Whig KY)",28,"Whig"
"CRITTENDEN (Whig KY)",28,"Whig"
"JOHNSON (Whig LA)",28,"Whig"
"BARROW (Whig LA)",28,"Whig"
"FAIRFIELD (D ME)",28,"D"
"EVANS (Whig ME)",28,"Whig"
"PEARCE (Whig MD)",28,"Whig"
"MERRICK (Whig MD)",28,"Whig"
"BATES (Whig MA)",28,"Whig"
"CHOATE (Whig MA)",28,"Whig"
"WOODBRIDGE (Whig MI)",28,"Whig"
"PORTER (Whig MI)",28,"Whig"
"HENDERSON (Whig MS)",28,"Whig"
"WALKER (D MS)",28,"D"
"BENTON (D MO)",28,"D"
"ATCHISON (D MO)",28,"D"
"LINN (D MO)",28,"D"
"WOODBURY (D NH)",28,"D"
"ATHERTON (D NH)",28,"D"
"MILLER (Whig NJ)",28,"Whig"
"DAYTON (Whig NJ)",28,"Whig"
"TALLMADGE (Whig NY)",28,"Whig"
"WRIGHT (D NY)",28,"D"
"FOSTER (D NY)",28,"D"
"DICKINSON (D NY)",28,"D"
"DIX (D NY)",28,"D"
"MANGUM (Whig NC)",28,"Whig"
"HAYWOOD (D NC)",28,"D"
"TAPPAN (D OH)",28,"D"
"ALLEN (D OH)",28,"D"
"STURGEON (D PA)",28,"D"
"BUCHANAN (D PA)",28,"D"
"SIMMONS (Whig RI)",28,"Whig"
"SPRAGUE (Whig RI)",28,"Whig"
"FRANCIS (Law and Order RI)",28,"Law"
"HUGER (D SC)",28,"D"
"MCDUFFIE (D SC)",28,"D"
"JARNAGIN (Whig TN)",28,"Whig"
"FOSTER (Whig TN)",28,"Whig"
"UPHAM (Whig VT)",28,"Whig"
"PHELPS (Whig VT)",28,"Whig"
"ARCHER (Whig VA)",28,"Whig"
"RIVES (Whig VA)",28,"Whig"
"BAGBY (D AL)",29,"D"
"LEWIS (D AL)",29,"D"
"SEVIER (D AR)",29,"D"
"ASHLEY (D AR)",29,"D"
"HUNTINGTON (Whig CT)",29,"Whig"
"NILES (D CT)",29,"D"
"CLAYTON (Whig DE)",29,"Whig"
"CLAYTON (Whig DE) 1822",29,"Whig"
"WESTCOTT (D FL)",29,"D"
"YULEE (D FL)",29,"D"
"COLQUITT (D GA)",29,"D"
"BERRIEN (Whig GA)",29,"Whig"
"SEMPLE (D IL)",29,"D"
"BREESE (D IL)",29,"D"
"HANNEGAN (D IN)",29,"D"
